-0.049275,0.025714,-0.10403,0.021521,-0.071215,0.013058,-0.082305,-0.041656,0.015825,0.021741,0.057862,0.061439,-0.053355,-0.12981,0.083598,0.0066295,-0.037316,-0.0069568,-0.044531,0.05907,-0.029133,0.0038274,0.059649,0.061231,-0.042313,0.086506,0.0077575,-0.1619,0.069213,-0.069642,0.030426,-0.0011695,0.019979,0.038999,-0.068702,-0.0074039,-0.12042,0.04531,-0.066897,0.029556,0.078144,0.027684,-0.077694,0.060881,0.20077,-0.12372,-0.10709,-0.030543,0.0649,0.082307,-0.0034451,0.11062,-0.083202,0.091804,-0.090098,-0.089445,0.15328,-0.09568,-0.0031392,-0.080772,-0.10786,-0.056116,-0.016643,-0.056668,-0.0072642,-0.055732,0.11951,-0.041669,0.053866,-0.12498,-0.2138,-0.13048,0.040808,0.0092058,0.034228,0.088608,-0.091305,0.037698,-0.007416,-0.039642,0.12058,0.056297,-0.15195,0.080157
0.12978,0.020146,-0.14018,-0.037323,-0.020555,-0.020615,0.096704,-0.075881,-0.12423,-0.01519,-0.047229,-0.0076662,0.10006,-0.036783,0.16062,0.057976,0.13675,-0.0017099,-0.082753,-0.1205,0.062486,-0.13708,0.022862,0.044685,-0.061802,0.01961,-0.090414,-0.058346,-0.08332,-0.10493,0.0077619,0.11346,0.0034915,-0.050656,0.085975,-0.019693,0.057428,0.058116,-0.16103,-0.014031,-0.055082,-0.0034344,-0.057232,0.034411,0.015545,0.099819,0.11318,-0.074946,0.084413,-0.028681,0.010884,0.01848,-0.085326,0.0021762,0.077935,0.023349,0.030728,-0.13998,0.078854,-0.033977,0.019922,-0.035477,-0.065943,-0.11278,-0.034313,-0.027217,0.035018,-0.068456,0.14777,0.0020914,0.14486,0.034375,-0.096483,-0.081686,0.13507,0.10864,0.16564,0.011021,-0.0081038,-0.094754,0.1493,0.15119,-0.11759,-0.09813
0.11239,0.14883,0.12707,-0.051833,0.11769,-0.04367,0.13734,0.02065,-0.063335,-0.0035038,0.011726,0.078919,-0.037379,-0.0032409,-0.029126,0.051912,-0.051706,-0.093555,-0.068697,0.15157,-0.045404,0.046423,-0.058622,-0.031405,0.0828,0.080067,0.14674,0.11299,-0.040765,0.13917,0.067312,-0.010854,-0.09746,0.053389,-0.02245,0.036169,-0.049789,0.11038,0.0631,-0.055843,0.021062,-0.056782,-0.068633,-0.0005943,0.044333,-0.013297,0.12281,-0.046286,-0.010973,0.15211,0.045532,0.146,-0.041827,0.090203,-0.058192,0.0016482,0.11254,-0.10584,-0.11558,0.14738,0.05259,-0.053004,-0.078698,-0.00258,-0.082417,0.050222,0.097473,0.0067888,-0.13713,-0.017099,0.15843,-0.020223,-0.08367,-0.0039558,0.20847,0.072997,-0.10157,0.13207,0.097051,0.033408,-0.052697,0.036597,0.16189,-0.080766
-0.11522,-0.08036,0.10841,0.031271,0.083869,-0.01378,0.1113,0.071919,-0.02882,0.096838,-0.0084553,0.0068269,-0.047933,-0.10337,0.017618,-0.0050755,-0.11943,-0.0715,-0.047962,-0.078627,-0.002497,0.0099713,-0.045806,-0.098115,-0.027641,-0.10343,-0.074044,-0.044485,0.083072,0.096005,-0.056018,-0.04556,-0.069405,0.06557,-0.050916,0.1058,-0.026573,0.071161,-0.029222,-0.072738,-0.061851,-0.077518,-0.024223,-0.026295,-0.088713,-0.017696,0.047442,0.065039,-0.099821,-0.045631,-0.055558,-0.0036248,-0.044778,-0.051663,-0.065374,-0.060063,-0.09123,0.036152,-0.07295,0.083195,-0.10919,-0.045001,-0.034708,0.10322,-0.016201,-0.064705,-0.09983,-0.084633,0.10478,-0.080307,-0.095702,0.024832,-0.04605,-0.080302,-0.010017,-0.051649,0.02767,-0.041806,-0.093902,-0.011054,-0.11394,0.018497,-0.0032447,0.00086323
0.035413,0.0341,-0.094469,0.063507,-0.066116,-0.070156,0.01392,-0.030458,-0.10164,0.04725,0.10106,-0.032945,-0.055855,-0.023759,0.052948,-0.0094273,0.12604,0.073098,-0.079799,-0.028283,-0.050182,0.11541,0.12351,-0.062678,-0.080814,-0.023392,-0.10863,0.053073,-0.038158,-0.068379,0.084894,-0.058317,0.013218,-0.091129,-0.013103,0.039884,-0.0026108,-0.11533,0.052979,0.098464,0.012459,0.041757,-0.02608,0.023917,0.11531,0.015176,0.13738,0.082411,-0.046257,-0.023781,-0.023054,-0.16893,-0.05125,-0.020392,0.18783,-0.023929,-0.1134,0.11501,-0.1085,0.01603,0.042589,0.017539,0.11402,-0.016932,-0.053697,0.11425,0.070282,0.036673,0.12333,0.18912,0.069092,-0.015507,-0.082928,0.087259,-0.027654,-0.1126,0.074006,-0.14326,-0.066786,0.13763,-0.1508,0.0095402,0.12022,0.022174
-0.04556,-0.052252,-0.050887,0.087778,0.087404,-0.10854,0.049306,0.074279,0.068209,-0.036622,-0.0068628,-0.035935,-0.041009,-0.036149,-0.067547,-0.097644,0.04011,-0.058102,0.062828,-0.10575,0.055797,-0.053265,-0.05747,0.029637,0.0115,-0.011277,0.0088087,-0.013382,-0.054738,0.041395,0.0455,-0.018423,-0.055176,-0.0069913,-0.11461,-0.076775,0.056272,0.044957,0.17666,-0.086126,-0.057602,0.076626,-0.016368,0.12733,-0.011476,-0.11737,0.062753,0.070443,-0.01699,0.046904,0.078282,-0.12009,-0.12041,0.10746,0.093254,-0.016731,0.057311,0.14965,0.03596,0.046363,0.10571,0.025489,0.095389,0.062119,-0.029151,-0.090761,0.11926,-0.065454,-0.069434,0.13391,0.031663,-0.10187,-0.047736,0.04651,0.056119,0.05134,-0.0051186,0.04483,-0.10373,0.058126,-0.091102,-0.035607,-0.072559,0.095164
-0.0022495,0.070772,-0.088414,0.10857,-0.010629,-0.027354,-0.046093,-0.035001,-0.084596,0.11166,0.05635,0.070889,0.042225,-0.021019,0.077063,0.011445,-0.0073219,0.11932,0.087118,0.13905,-0.062732,-0.066605,-0.11856,0.10028,-0.017671,-0.086931,0.041872,-0.030425,0.0093504,0.039696,-0.012413,-0.036774,0.091805,0.095425,0.054726,0.061916,0.073062,-0.087583,0.018539,-0.01565,0.081439,0.038066,-0.086062,0.086598,0.019823,0.071218,0.0075756,-0.065481,-0.083665,0.096612,0.12177,-0.09543,-0.1056,-0.082386,0.024396,-0.047124,0.065982,0.011672,-0.017852,0.032381,-0.023325,-0.004995,0.010496,-0.040291,0.08591,0.014767,-0.016845,0.0053434,-0.045037,-0.0090734,-0.017555,-0.027596,-0.069878,0.028858,0.0026599,0.007072,0.056905,-0.11817,0.018943,0.018833,0.11129,-0.072175,0.010444,-0.098525
0.072935,0.030484,-0.018523,-0.026099,-0.021967,0.10598,0.025351,-0.034226,0.052236,0.00053177,-0.014565,0.032279,-0.046983,-0.094182,0.1137,0.051537,-0.039965,0.02011,0.030436,0.028658,0.041545,-0.034163,-0.028721,-0.13917,-0.075745,0.11567,0.062594,0.035387,0.011039,0.074158,0.090275,-0.12952,0.12123,0.092849,0.10917,0.10346,0.035927,-0.097218,0.079279,-0.047299,-0.087333,-0.039369,-0.048376,0.048746,0.081138,-0.024454,-0.092576,0.090185,-0.0064627,0.046383,-0.1114,0.12327,-0.031699,-0.03977,-0.026789,0.085193,-0.023992,-0.012513,-0.051516,0.031327,-0.016587,-0.064228,0.12723,0.039123,0.022845,-0.072442,0.017246,0.0085482,-0.045102,0.020154,0.084374,0.11777,-0.033245,-0.042882,-0.061144,-0.03373,0.0066758,-0.06559,-0.076014,0.018044,-0.11792,-0.15169,-0.11457,-0.051866
0.13042,-0.020694,0.02991,0.049854,0.021327,-0.12791,0.00789,-0.07695,0.05804,-0.086512,-0.087554,-0.11456,-0.030212,0.038501,0.021827,-0.12021,-0.037527,-0.059024,-0.061244,0.0056757,-0.11579,0.15107,0.13312,-0.10803,0.061754,0.080246,0.094348,0.065596,-0.052775,-0.075941,0.1216,0.057216,-0.11973,-0.020192,0.084065,0.029954,-0.096577,0.083459,-0.075868,-0.078741,0.062508,0.1302,-0.13504,0.13978,0.038883,-0.09842,-0.0074442,0.025217,-0.0063042,0.13147,-0.065402,0.084714,0.069774,-0.052464,0.058931,0.033313,-0.067975,0.1284,-0.028128,-0.046098,0.053132,-0.042156,-0.066738,-0.068582,-0.10492,-0.13936,0.10264,-0.1291,0.071311,-0.010195,-0.066814,-0.16314,-0.084003,-0.094218,0.11104,0.060501,-0.14516,0.013692,-0.077173,-0.041821,-0.12152,0.014714,-0.11887,0.0020838
0.082122,-0.099199,-0.092658,-0.06889,0.010999,0.024891,-0.14413,0.063454,0.064017,0.0484,-0.095293,-0.010193,0.078139,-0.035217,-0.024273,0.13895,0.053248,0.066103,-0.011833,-0.079609,-0.044427,0.063296,0.047826,0.061216,0.097042,0.10254,-0.058566,0.12091,-0.028439,-0.024692,0.019648,-0.013902,0.040919,0.016178,0.13667,-0.048426,0.080868,0.068077,-0.073246,0.0053269,-0.093516,0.044,0.060754,0.044481,0.058088,0.14717,-0.077215,-0.043443,-0.093764,0.014545,-0.05301,0.031337,0.090095,-0.031794,0.063729,0.080591,-0.20014,-0.013007,-0.078608,-0.1202,0.10663,0.01905,0.081691,0.0015564,0.067928,0.039214,-0.035196,0.13654,-0.031779,-0.030969,0.097007,0.14642,-0.096173,-0.082416,-0.12383,0.067723,0.10604,-0.024106,-0.098603,0.11177,0.068172,0.1875,-0.073107,-0.085294
