-0.094189,0.178,-0.32685,-0.0019023,-0.13295,0.24367,-0.064414,0.0080349,0.21573,0.11552
0.24024,0.076512,0.27021,0.076287,-0.047229,-0.25251,-0.204,-0.047862,0.11402,-0.037976
-0.12657,-0.017361,0.37873,-0.058303,0.11913,0.13258,0.25649,-0.068344,-0.10961,-0.24042
0.079171,0.026416,-0.065581,-0.069722,0.19154,-0.13583,0.15299,0.11293,-0.20574,0.091844
-0.13583,0.066088,0.077748,0.36628,-0.32542,-0.010266,-0.00016042,0.00092418,0.2096,-0.13969
-0.019383,-0.028001,-0.057883,0.01386,0.15192,-0.084587,0.15148,0.19137,-0.064041,-0.23399
-0.14848,-0.056092,0.10616,-0.00033358,-0.0014843,-0.21056,0.21556,0.26406,-0.035791,-0.08407
-0.02786,-0.00031898,0.029589,0.20129,-0.083438,0.099812,0.020097,-0.083591,0.12596,-0.092626
-0.12631,0.1562,0.078875,0.032644,-0.11213,0.014387,0.0088358,0.23988,-0.24754,-0.083022
0.053602,0.072102,-0.071443,0.059447,0.11812,-0.016032,0.10374,0.0078814,0.0475,-0.037608
0.13773,-0.10803,-0.13905,-0.14279,0.0050066,-0.11668,-0.11773,0.18884,-0.10619,-0.015931
0.12383,-0.13624,-0.14277,0.11935,-0.11531,-0.18791,0.14083,0.097162,-0.13198,0.070453
-0.012981,-0.058031,0.081769,-0.13636,-0.11562,-0.041929,-0.050808,-0.11062,0.1244,-0.09653
0.19983,-0.035972,-0.079686,0.0098902,0.012398,-0.10761,0.036906,-0.084422,0.039653,0.14163
-0.020424,0.10832,-0.11116,-0.17567,-0.057464,0.20882,-0.050125,-0.078337,0.010753,0.020276
0.2034,-0.28011,-0.20077,0.25671,0.17288,0.23167,-0.11102,-0.20446,0.012809,-0.035871
0.30569,-0.23407,-0.31073,-0.015597,-0.10991,-0.052325,0.11936,0.28145,-0.027996,0.21388
0.16515,-0.14813,-0.0082171,-0.034733,-0.085149,0.094704,0.1072,0.18421,-0.16139,-0.23914
-0.078003,0.2422,0.13057,0.28307,-0.12716,-0.17025,-0.019478,0.20791,-0.23443,-0.19813
0.2492,0.046846,0.20206,-0.051155,0.012895,-0.20847,0.034445,-0.13838,-0.11199,-0.060126
0.071217,0.095999,0.067439,-0.071029,0.29673,0.055694,0.0021019,0.075033,-0.26415,-0.1259
-0.1011,0.20704,0.2791,-0.0344,-0.092527,0.061217,-0.097092,0.22624,-0.2377,0.01146
-0.14864,0.25398,-0.050824,-0.15273,0.12809,0.048776,-0.19314,0.1384,-0.1424,0.01319
0.17792,0.076837,-0.05443,0.043099,-0.091961,-0.23383,0.081948,-0.18853,0.065785,-0.20021
-0.19501,-0.046344,0.14504,0.34471,-0.1314,0.20567,-0.20679,-0.12462,-0.087011,-0.038375
0.044009,-0.14055,-0.24485,-0.12042,-0.14475,0.40011,0.41272,-0.064147,-0.056611,-0.1977
-0.043738,0.11673,-0.084843,0.30077,-0.18151,0.33372,0.015605,-0.26964,-0.27512,-0.033131
