0.054654,0.00083189,0.0096499,0.064986,-0.045613,-0.0096649,0.034336,0.048314,-0.019319,-0.0033512,-0.038859,0.025035,0.048402,0.037975,-0.027914,-0.00058823,-0.051022,-0.0075896,0.027918,-0.052776,0.0096618,0.035299,-0.047393,0.046408,-0.052716,-0.039411,-0.0026454,0.041226,-0.018253,-0.0033012,0.0059023,-0.018141,-0.0026691,-0.0041358,-0.026582,0.00031166,-0.061205,-0.034506,-0.058517,-0.018465,0.042533,-0.0029417,-0.015247,-0.051448,-0.05957,-0.048308,-0.011019,0.029814,-0.023661,0.030609,0.040971,0.031384,-0.04238,0.00027861,0.047004,0.0047727,0.062732,0.0035186,-0.033367,0.0022524,-0.0085684,0.053353,0.011504,0.027861,-0.045316,0.03995,0.047222,0.036796,-0.024186,0.011133,0.028196,-0.019641,-0.055331,-0.0075348,0.026506,-0.0086705,-0.01159,0.0097713,0.050895,0.014475,0.047705,0.041287,-0.0086182,-0.029495,-0.00054438,-0.043865,-0.044417,-0.054353,0.0089511,-0.015636,0.046444,-0.015844,0.032288,0.032086,-0.0081952,-0.003212,-0.044718,-0.024084,-0.024661,0.0062929,-0.013192,-0.0075034,-0.019922,-0.014931,0.015366,0.011633,-0.037159,0.012532,0.030289,-0.010983,-0.012677,0.029339,0.017646,-0.062868,0.032287,-0.0048149,-0.049404,0.014688,-0.058913,-0.06098
-0.028932,0.032203,-0.022134,-0.0029097,0.024531,0.04747,0.028276,-0.014098,-0.03007,-0.0083211,0.063123,0.035994,-0.08274,0.044202,-0.052661,0.030697,-0.039183,0.069705,-0.074723,-0.020251,-0.069229,-0.016444,-0.030643,0.060697,0.015983,0.0017797,0.0015639,-0.021052,0.063706,0.04342,0.064826,-0.052937,0.047362,-0.011417,0.071548,0.048037,0.01682,-0.042487,0.0093988,0.076316,0.003272,-0.024634,-0.051189,0.044832,0.032017,0.055091,-0.028949,0.048784,0.041956,-0.0034324,0.020657,0.057186,0.062003,0.027271,-0.028028,0.030937,-0.015569,-0.0097828,0.038161,-0.012316,0.093303,0.05018,0.0028474,0.043415,-0.0098234,0.058106,0.013295,0.0052391,-0.0018206,0.0013973,0.024228,-0.038879,-0.014784,-0.0039305,0.031286,-0.025228,-0.048914,-0.022999,0.03194,0.035676,-0.00026329,-0.02818,0.018738,0.036203,-0.041448,0.049177,0.033214,0.0043146,-0.03631,-0.044169,0.026184,0.022976,0.02227,-0.023782,-0.0013131,0.019865,0.0033566,0.059313,-0.023757,0.010735,-0.046264,0.029231,0.030034,0.0091661,-0.06262,0.061913,0.019021,0.0042071,-0.019499,-0.04654,-0.0098582,-0.050882,0.024585,0.011758,-0.017246,0.0061691,-0.03867,0.034207,-0.046253,-0.054144
0.021441,0.0041475,0.056599,0.031329,0.026335,0.013871,-0.072779,0.040063,0.0134,-0.056522,-0.027383,0.016083,0.068559,-0.011806,0.0074238,0.00021437,0.024986,0.034088,0.037847,0.061796,-0.041662,0.0056732,0.040826,0.03135,-0.001043,0.023611,0.021154,0.028785,-0.020432,0.030426,0.029265,-0.0027617,-0.0069029,0.050785,0.047452,-0.048783,0.052964,-0.0053742,-0.0072863,0.019227,0.051386,-0.038946,-0.018952,-0.02653,0.0019384,0.030234,0.0084618,0.013884,0.010145,0.075275,0.057481,-0.045429,0.056022,-0.015972,0.050826,-0.037552,0.033806,0.029702,-0.031663,-0.0072019,0.041632,0.018477,-0.022362,-0.012102,0.022546,-0.0037973,-0.08185,-0.030785,0.013429,0.026057,-0.010276,0.013896,-0.0021719,-0.050664,0.01475,-0.024905,0.044112,-0.05399,0.009552,-0.0047513,-0.05642,0.011416,0.077943,-0.054172,0.04349,0.048274,0.018457,0.040711,-0.024688,0.048708,-0.0029134,-0.00044991,-0.067331,0.036046,0.030813,-0.0092679,0.030019,0.022444,-0.057515,-0.038105,-0.0097759,-0.028084,0.026623,0.020463,-0.033514,-0.0018933,0.01557,0.044647,0.034479,-0.04361,-0.064363,-0.0045354,-0.011019,0.065235,0.0086541,-0.071442,-0.020552,-0.028579,-0.05264,0.022309
0.01776,0.027045,0.089444,0.030566,0.015288,0.032575,0.00010777,-0.010566,0.0025735,-0.018289,-0.039899,0.012432,0.06391,0.029884,0.032147,-0.045669,-0.037073,0.049514,-0.0054943,-0.0062573,0.048509,-0.072779,0.03756,0.016972,0.040023,0.05313,-0.031342,0.031525,-0.025127,-0.031534,0.041715,0.041037,-0.043523,0.0063421,-0.11669,-0.062604,-0.0091382,0.018882,-0.070566,-0.0022587,-0.00070272,0.022598,-0.033666,-0.013014,0.032644,-0.017887,0.014062,0.021335,-0.018301,0.027235,0.049357,-0.034707,-0.035173,-0.058758,0.0096971,0.00069728,0.019199,0.049939,-0.010633,0.05835,0.047116,-0.042391,0.029575,-0.024654,0.0051524,0.027608,0.030881,-0.055764,0.058253,-0.01473,0.045683,0.06275,0.034444,0.020597,-0.035698,0.011261,0.068848,0.039528,0.052503,0.035179,-0.06339,0.019659,-0.047514,-0.011384,-0.0031833,0.023703,-0.0075981,0.011048,-0.0036743,-0.055115,0.047625,0.00070813,-0.051502,-0.0016668,-0.032654,0.014047,-0.022239,0.094454,-0.060928,0.025068,0.053113,-0.030962,-0.038485,-0.034926,0.046299,-0.058768,-0.0088104,0.01026,0.031475,-0.036459,-0.016277,-0.04432,0.01421,0.053053,0.014167,0.016085,-0.0081635,-0.012938,-0.037446,-0.024453
-0.010519,-0.018076,0.042716,0.033717,-0.0048451,0.036635,-0.011925,-0.065174,0.017676,-0.066168,0.0098981,-0.028569,-0.0086459,-0.0074201,0.011213,0.032269,0.010495,-0.047883,-0.050918,-0.047646,-0.0068331,0.060149,-0.02686,0.012003,-0.007642,0.055647,0.028369,-0.021343,-0.060527,-0.0084343,-0.034741,0.038532,-0.057232,-0.047094,-0.0038862,0.025124,0.0064271,0.03749,0.047278,-0.037158,-0.01647,-0.037948,-0.043208,0.031887,-0.020914,-0.059658,-0.013535,0.02893,-0.031214,-0.046459,-0.032628,0.033694,-0.0038329,0.037394,0.017004,0.031791,0.0031323,-0.058635,-0.0016819,0.066264,0.01179,-0.0064795,-0.00041958,-0.047473,0.032931,-0.03221,0.043131,-0.025257,0.029778,-0.047869,-0.053087,0.051216,0.0212,0.05373,0.0059028,0.052477,-0.008029,0.051198,-0.040315,0.0066134,-0.020782,-0.05226,0.06694,-0.027184,0.028622,0.011613,0.029472,0.070981,0.040218,-0.012928,0.016057,0.033226,0.04769,-0.0163,0.035096,-0.0072666,-0.026644,0.02974,0.062706,0.033061,0.043664,-0.055644,-0.044045,-0.015805,0.012925,0.066419,0.054588,0.066048,0.0095958,-0.040584,-0.011261,-0.049231,-0.039467,-0.012265,-0.043324,-0.035772,-0.0099592,-0.013275,-0.032352,-0.0038061
-0.021167,-0.014226,0.060381,-0.051172,0.014907,-0.040516,-0.013622,0.064486,0.01835,0.056131,0.015908,0.025735,0.0097057,0.032412,-0.032542,-0.013564,-0.048736,0.0044481,0.015693,0.052216,-0.020639,0.030514,0.065987,0.01799,-0.0080063,-0.015728,-0.026164,0.013632,0.021508,-0.033083,-0.029086,0.046651,0.021002,0.022596,-0.014449,0.060093,0.051638,-0.01306,0.01592,-0.026993,-0.038972,-0.032686,0.01659,-0.033025,-0.046785,0.043441,-0.015059,0.038723,0.039227,0.019583,0.015204,0.034148,-0.019652,0.065153,0.0065187,0.045203,-0.0030875,-0.002985,0.052304,-0.021883,0.05725,0.022222,-0.060642,-0.012982,-0.051011,0.030659,0.022506,-0.060235,-0.0031118,-0.044831,0.044747,0.0074001,0.049414,0.0051327,0.031783,0.0025912,0.028136,-0.02732,0.022908,0.027258,0.033189,-0.00081874,0.041328,0.041384,-0.047208,-0.060662,0.0507,-0.012197,0.037261,-0.018932,0.036223,0.0050817,-0.041437,0.071714,-0.017105,-0.048509,0.062726,0.014478,0.017086,-0.03992,0.043208,0.071527,0.0067066,0.022946,0.0012435,0.048743,0.0097852,-0.033468,0.030603,-0.038589,0.029223,-0.058591,0.012519,-0.037921,0.033347,0.013646,0.064457,-0.055708,-0.01352,0.05211
-0.033064,0.046778,0.062375,0.056431,-0.0065618,0.037436,-0.033871,-0.016726,-0.013751,-0.022368,0.0038385,0.0093686,-0.0091652,-0.02012,-0.05157,0.029204,0.0071031,0.049454,0.028878,0.034765,-0.084539,0.06701,0.065094,0.0083777,-0.043202,-0.032174,-0.011584,-0.0012064,-0.015623,0.010136,0.0079633,-0.0283,0.062986,0.064518,0.077735,-0.018882,0.0029964,-0.029341,-0.023339,0.014568,0.0092218,-0.00023514,0.0099182,0.023599,-0.0054574,0.0045428,0.008786,0.061753,0.033737,0.033327,0.034777,-0.016117,0.014455,0.060175,-0.036189,-0.0053071,0.05465,-0.0096237,-0.045794,0.066606,0.086872,0.060496,0.01553,0.039933,-0.034543,-0.0095352,0.081622,0.0019788,0.026954,0.016389,0.044556,0.075214,0.052278,0.037462,-0.041512,0.063049,-0.030542,-0.066769,0.034023,-0.00095284,0.010238,0.046788,0.0066651,0.080083,-0.035568,0.022746,0.024454,-0.13277,-0.013629,0.011739,-0.012266,0.011725,0.074797,0.099255,0.0564,-0.042896,-0.021736,0.010414,-0.021061,-0.014177,0.039882,0.057309,-0.064701,0.020982,0.039642,0.0071389,-0.024162,-0.03872,0.022677,0.0092946,0.042645,-0.048117,-0.0322,0.067899,-0.020959,-0.00090867,-0.032238,-0.035597,0.043372,0.042621
0.021545,-0.041625,0.051982,0.015272,0.064912,0.018162,-0.039687,0.053676,0.079291,-0.024728,-0.0023429,0.041254,0.044622,0.0090382,-0.077987,0.027267,0.025078,0.00057116,0.039225,-0.013941,-0.0025107,-0.020044,-0.0055601,-0.018932,0.0048496,0.010303,-0.0017716,-0.043307,0.020079,-0.034611,0.015429,7.3245e-05,-0.054655,-0.046422,-0.028048,0.0024138,0.052142,0.01237,0.062159,0.0087568,0.0031705,0.081083,0.022976,0.014356,0.026916,0.064208,-0.010035,-0.040707,-0.0031685,-0.0017324,0.061491,-0.0085048,-0.016115,0.016919,-0.03414,0.027168,0.052966,-0.050708,0.063346,-0.052768,0.039558,0.022349,-0.098864,0.045639,-0.0031663,-0.0053583,0.025781,0.024488,-0.02955,0.051698,0.045196,0.00037438,0.038439,0.0081209,0.018934,0.026679,-0.060944,-0.026826,-0.065804,-0.032295,-0.028948,0.018238,-0.013205,0.027359,-0.010242,0.023268,-0.0011037,0.010094,-0.069135,0.044796,-0.028959,-0.058993,-0.027713,-0.011111,0.025001,0.0022787,0.030124,-0.067383,0.0002027,-0.017692,-0.031468,0.0080421,-0.037414,-0.0050636,-0.025101,0.014237,0.030722,0.023776,-0.016138,-0.011463,-0.0030484,0.011316,-0.034048,-0.020591,-0.0285,-0.065326,0.0088779,0.058223,0.065893,0.076826
-0.0014971,-0.083524,-0.024396,0.027622,0.036017,0.012222,-0.015014,-0.06808,0.027985,-0.040043,0.054768,0.049465,0.055167,-0.018334,0.021581,-0.02046,0.055504,-0.026722,0.017537,-0.018749,0.041508,-0.02054,0.0048039,0.0014146,0.0050228,-0.030141,0.04321,-0.051127,0.023261,0.038424,-0.03587,0.025689,0.038843,-0.027429,-0.10301,-0.039468,-0.028208,0.0045109,-0.022316,-0.055237,0.0025179,0.032702,-0.040549,0.037194,0.067592,0.0083639,0.026929,-0.048653,-0.06828,-0.019089,0.025704,-0.023131,-0.060209,-0.017564,-0.023112,0.030407,-0.0051736,0.025685,-0.017972,0.081643,-0.023521,0.020821,0.042026,0.025804,-0.017096,-0.025543,-0.054032,0.041692,0.045661,-0.041984,0.03087,-0.0075866,-0.068005,0.055932,0.016657,-0.014112,0.0034038,-0.01092,-0.01121,-0.010785,-0.012089,0.0034246,0.077783,0.033086,0.014167,0.0087314,-0.058896,-0.07153,0.1062,-0.037397,-0.018128,-0.033894,-0.043651,-0.057295,0.064994,-0.025898,0.030203,0.049819,-0.033998,-0.080283,-0.024157,0.00089383,0.035739,0.034436,-0.028339,-0.026432,-0.020244,-0.010162,0.0044604,-0.041408,-0.052843,0.022844,-0.061745,-0.040379,0.0081631,-0.029681,0.075577,-0.01354,-0.069364,0.0010761
0.018299,-0.047124,-0.024958,0.0067238,-0.010337,0.0062003,-0.015871,-0.0061057,-0.011171,0.0021498,-0.034821,-0.0715,0.058471,-0.032011,-0.0048108,-0.031419,0.072074,-0.027702,-0.012611,0.023028,0.057543,-0.021268,-0.027912,0.03129,-0.014899,-0.012364,-0.012277,0.038229,-0.024898,0.022691,0.03207,-0.029511,0.00083581,-0.040118,-0.038938,0.031156,-0.0031839,0.045929,-0.086666,0.015809,-0.056086,-0.0042023,0.020509,0.02875,0.041044,0.029592,-0.067354,-0.021609,-0.016526,0.00051851,0.0081243,0.012363,-0.0008692,0.070085,-0.034179,-0.028525,0.011941,-0.0025089,-0.057435,0.078924,0.018494,-0.0035844,-0.021947,0.044314,0.016216,0.012296,-0.011597,0.061451,-0.001852,0.035719,0.016935,0.00185,0.06824,0.013927,0.035141,-0.031225,0.075196,-0.0021807,-0.037472,0.046733,0.013149,0.011373,-0.017471,-0.06278,0.066021,0.0024162,0.042659,-0.059385,-0.0415,-0.041425,0.048142,-0.014075,-0.039569,0.010624,0.019962,-0.02116,-0.0626,0.002449,0.056127,-0.025987,0.0075567,-0.069188,0.016601,-0.03828,0.022036,0.017546,-0.022727,0.016883,0.030805,-0.05592,-0.020046,-0.063266,-0.010152,0.0036545,-0.01514,-0.018213,0.010038,-0.023553,-0.05822,-0.0028059
